OID_,GEOID10,p65plus,pNonWhite,pHisp,pNoHS,pUnemp,MedIncome,Name,Neighborho,Temp,pTotFlood,pPublicOpen,pPrivateOpen,pROW,pCanopyLCLU,SVI_F_TOTAL,Shape_Length,Shape_Area,n65plus,nNonWhite,nNoHS,nUnemp,nMedInc,nTemp,nTotFlood,nPublicOpen,nPrivateOpen,nCanopyLCLU,nTotSVI,nHisp
37,250259811001072,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,Roslindale,15,91.707317170642668,0.000000000000000,0.869721312211103,0.000000000000000,0.000000000000000,0.096853821641758,6,1224.555790213439195,89124.801386972074397,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.464126437149828,0.000000000000000,0.894780249328711,0.000000000000000,0.096853821641758,0.545454545454545,0.000000000000000
38,250259811002007,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,Mattapan,12,91.829006142812233,0.000000000000000,0.761936272014660,0.000000000000000,0.000000000000000,0.095659695720755,6,1121.590001034594707,78609.133754036272876,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.477173239594047,0.000000000000000,0.783889641283603,0.000000000000000,0.095659695720755,0.545454545454545,0.000000000000000
39,250259811002002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,Mattapan,12,91.768759002685542,0.093556928508385,0.670511572166879,0.000000000000000,0.000000000000000,0.075200359523631,6,1108.879634854529058,53396.593551522819325,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.470713882422656,0.093556928508385,0.689830757620483,0.000000000000000,0.075200359523631,0.545454545454545,0.000000000000000
40,250259811003070,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,Jamaica Plain,11,89.715477570243507,0.000000000000000,0.348899452722406,0.000000000000000,0.000000000000000,0.614674130347861,6,1394.550088878957240,100061.356540023814887,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.250572675427025,0.000000000000000,0.358952155034496,0.000000000000000,0.614674130347861,0.545454545454545,0.000000000000000
41,250259811003011,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,Jamaica Plain,11,88.977599249945740,0.000000000000000,0.246408187364692,0.000000000000000,0.000000000000000,0.671945701357466,6,870.515835508246141,40657.857463582666242,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.171461540694230,0.000000000000000,0.253507849274480,0.000000000000000,0.671945701357466,0.545454545454545,0.000000000000000
42,250250107013005,8.345752608000000,14.903129659999999,12.965722800000000,0.187265918000000,2.551020408000000,78000,Back Bay,2,91.456362556008727,0.000000000000000,0.000000000000000,0.000000000000000,0.315051861102439,0.000000000000000,3,1747.009598659656149,115297.258272126928205,0.127640922249010,0.149031296600000,0.003166006527350,0.042126942514339,0.326872026766899,0.437220504580737,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.272727272727273,0.156980282600356
43,250250107013003,8.345752608000000,14.903129659999999,12.965722800000000,0.187265918000000,2.551020408000000,78000,Back Bay,2,91.204124450683594,0.000000000000000,0.148300720906282,0.022254275705749,0.405522357304760,0.229136616525860,3,942.668146309982262,19421.611842690173944,0.127640922249010,0.149031296600000,0.003166006527350,0.042126942514339,0.326872026766899,0.410176963408439,0.000000000000000,0.152573651082316,0.024324536605127,0.229136616525860,0.272727272727273,0.156980282600356
44,250250406001062,5.859065717000000,20.981789389999999,10.609659540000001,2.885682575000000,0.209863589000000,128178,Charlestown,4,92.137731007167275,0.225775193798450,0.000000000000000,0.000000000000000,0.011870610347215,0.000000000000000,0,3134.491698584317874,121337.395452696233406,0.089609240383972,0.209817893900000,0.048786719793341,0.003465637249287,0.567745311232401,0.510272971172423,0.225775193798450,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.128454647579135
45,250250804011008,12.516212710000000,81.517509730000000,39.948119329999997,23.956442830000000,15.466666670000000,32361,Roxbury,16,91.898171742757157,0.641666666666667,0.000000000000000,0.008966493629070,0.979078181532169,0.011955324838760,8,1543.607566418457054,25416.226885708314512,0.191424429695865,0.815175097300000,0.405018997487068,0.255412844072997,0.107787650551803,0.484588783519927,0.641666666666667,0.000000000000000,0.009800624625299,0.011955324838760,0.727272727272727,0.483665057360021
46,250251106073002,14.791901010000000,14.173228350000000,11.417322830000000,4.114365411000000,4.122011542000000,90526,Roslindale,15,90.284815475069735,0.016040181464679,0.000000000000000,0.064426001624069,0.080219386982672,0.453638328034463,1,6687.799904883351701,581245.404259734554216,0.226229074286557,0.141732283500000,0.069559415222193,0.068069915367481,0.387001540920808,0.311613861294928,0.016040181464679,0.000000000000000,0.070419395155682,0.453638328034463,0.090909090909091,0.138233293433737
47,250250815002003,10.986101919999999,89.278623429999996,40.172071480000000,33.059548249999999,18.776671409999999,30000,Roxbury,16,91.672714233398438,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,5,297.229315164286277,4753.360256923036104,0.168022735258919,0.892786234300000,0.558920420055967,0.310073472802930,0.096453961990620,0.460416506182647,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.454545454545455,0.486376519909255
48,250250818002003,5.273437500000000,94.140625000000000,15.559895830000000,22.400857450000000,6.637806638000000,42773,Roxbury,16,91.222759449018611,0.000000000000000,0.000000000000000,0.150337462957403,0.175376300570489,0.224722914844454,6,2950.477473050542812,306410.501570234191604,0.080652573535105,0.941406250000000,0.378719532429420,0.109615155481863,0.157769169102858,0.412174902395765,0.000000000000000,0.000000000000000,0.164322989846150,0.224722914844454,0.545454545454545,0.188388791145951
49,250250818003000,10.386965379999999,99.389002039999994,54.582484729999997,33.050847460000000,19.522776570000001,15455,Roxbury,16,91.173059989666115,0.000000000000000,0.000000000000000,0.182131351472042,0.197872476157060,0.216101559758859,6,2769.823529355992832,250825.406299188412959,0.158859470528861,0.993890020400000,0.558773320368916,0.322394475444228,0.026632487987058,0.406846407823116,0.000000000000000,0.000000000000000,0.199074586133504,0.216101559758859,0.545454545454545,0.660848146309668
50,250250814002002,9.650582363000000,45.923460900000002,12.312811979999999,20.560747660000001,10.478359910000000,48333,Roxbury,16,92.196344259510866,0.000000000000000,0.000000000000000,0.056578474016418,0.300912450534716,0.183830984072996,1,1919.245547738768209,122310.172574482232449,0.147597142032772,0.459234609000000,0.347609762598373,0.173037136115740,0.184459261606110,0.516557152148779,0.000000000000000,0.000000000000000,0.061841831227023,0.183830984072996,0.090909090909091,0.149075275944157
51,250250817003009,6.031363088000000,93.124246080000006,30.518697230000001,12.737127370000000,2.035623410000000,38536,Roxbury,16,91.585860694014784,0.000000000000000,0.000000000000000,0.282196010934494,0.318720259188013,0.064974182444062,5,2167.730405248853458,158056.451191138039576,0.092244376646511,0.931242460800000,0.215339923162645,0.033615799428725,0.137429974510002,0.451104561560907,0.000000000000000,0.000000000000000,0.308448016397296,0.064974182444062,0.454545454545455,0.369499933760738
52,250250817004006,10.208562020000000,91.877058180000006,27.661909990000002,31.135531140000001,19.058823530000002,24313,Roxbury,16,91.897687126608460,0.091612903225806,0.449475065616798,0.032370953630796,0.490813648293963,0.000000000000000,5,512.798882732764923,18279.040626163674460,0.156130948552197,0.918770581800000,0.526392073232109,0.314732865609928,0.069154221690981,0.484536825720953,0.091612903225806,0.462425613392371,0.035382344361436,0.000000000000000,0.454545454545455,0.334911868353055
53,250250818003002,10.386965379999999,99.389002039999994,54.582484729999997,33.050847460000000,19.522776570000001,15455,Roxbury,16,91.037142162674044,0.000000000000000,0.034750711355403,0.128153853185849,0.152939025505074,0.280612944510467,6,3146.010224554525848,350026.491288774181157,0.158859470528861,0.993890020400000,0.558773320368916,0.322394475444228,0.026632487987058,0.392274068145998,0.000000000000000,0.035751969894686,0.140075693054433,0.280612944510467,0.545454545454545,0.660848146309668
54,250250008031039,0.486618005000000,35.401459850000002,13.179237629999999,0.000000000000000,7.807308970000000,54896,Allston,24,90.343456500914044,0.000000000000000,0.000000000000000,0.034696073157612,0.064662901201363,0.094383180921642,5,1722.822807175909475,178462.743331843550550,0.007442393018172,0.354014598500000,0.000000000000000,0.128928038027235,0.215964131587916,0.317901019988742,0.000000000000000,0.000000000000000,0.037923764077321,0.094383180921642,0.454545454545455,0.159565377073667
55,250250008031013,0.486618005000000,35.401459850000002,13.179237629999999,0.000000000000000,7.807308970000000,54896,Allston,24,91.253840128580734,0.105376344086022,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,5,1983.616426925391124,32906.212110845248390,0.007442393018172,0.354014598500000,0.000000000000000,0.128928038027235,0.215964131587916,0.415507196841593,0.105376344086022,0.000000000000000,0.000000000000000,0.000000000000000,0.454545454545455,0.159565377073667
56,250250801001002,6.308991555000000,76.751117730000004,27.769498259999999,29.650349649999999,5.853658537000000,36125,South Boston,17,93.178049363638266,0.128094256943034,0.000000000000000,0.058096448893442,0.193939543552588,0.010866855104484,6,8181.793151930854037,1620412.305743470322341,0.096490459083282,0.767511177300000,0.501282889767990,0.096665920787401,0.125856267131343,0.621810013798314,0.128094256943034,0.000000000000000,0.063501019598285,0.010866855104484,0.545454545454545,0.336214475025248
57,250251304021002,20.150501670000001,17.725752510000000,5.518394649000000,3.964321110000000,6.762028609000000,83409,West Roxbury,19,91.106869403580973,0.101750908490254,0.000000000000000,0.117546418354182,0.154288438884838,0.318337353452628,1,2083.462647832816401,142617.111245686537586,0.308184143209989,0.177257525100000,0.067022695025421,0.111666527479878,0.352837262441375,0.399749828035127,0.101750908490254,0.000000000000000,0.128481474475451,0.318337353452628,0.090909090909091,0.066813024222630
58,250250202003006,5.405405405000000,8.333333333000001,2.327327327000000,0.000000000000000,1.460564752000000,103750,Beacon Hill,30,91.660193678261578,0.010636608985553,0.000000000000000,0.000000000000000,0.339355257464301,0.162510817827780,1,1678.849968253252882,147838.499217337172013,0.082670906199953,0.083333333330000,0.000000000000000,0.024119417921166,0.450481717766673,0.459074123167577,0.010636608985553,0.000000000000000,0.000000000000000,0.162510817827780,0.090909090909091,0.028177719602026
59,250250608004015,13.884107860000000,14.285714290000000,10.269650029999999,14.943886590000000,1.667990469000000,115239,South Boston,17,92.328625996907547,0.188010899182561,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0,550.062206235937197,8642.348229022312808,0.212345179050283,0.142857142900000,0.252648442349830,0.027544796733758,0.505633241646145,0.530739650891455,0.188010899182561,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.124338040291603
